Name,Formula,Dipole momentμ debye
"bis(2-methylamino-1,3-dimethyl-1,3,2-diazaphospholane)",,2.75
bis(2-methylphenyl)methanone,C15H14O,2.51
bis(2-methylpropyl) sulfide,C8H18S,1.58
"bis(3,4-benzo-N-n-propylsalicylaldimino)cobalt(II)",,4.1
"bis(3,5-dinitroperhydro-1,3,5-triazin-1-yl)methane",C7H14N10O8,7.13
bis(3-chloro-N-n-propylsalicylaldimino)cobalt(II),,6.32
bis(3-chlorophenyl)methanone,C13H8Cl2O,2.98
bis(3-chlorophenyl)phenylphosphine,C18H13Cl2P,2.38
bis(3-fluorophenyl)-4-fluorophenylphosphine,C18H12F3P,2.01
bis(3-fluorophenyl)phenylphosphine,C18H13F2P,2.11
bis(3-methylbutyl) ether,C10H22O,1
bis(3-nitrophenyl) disulfide,C12H8N2O4S2,4.44
bis(4-biphenylyl) ether,C24H18O,1.2
bis(4-bromophenyl) diselenide,C12H8Br2Se2,0.64
bis(4-bromophenyl) disulfide,C12H8Br2S2,0.75
bis(4-bromophenyl) ether,C12H8Br2O,1.02
bis(4-bromophenyl) sulfide,C12H8Br2S,0.65
bis(4-bromophenyl)ditelluride,C12H8Br2Te2,1.21
bis(4-bromophenyl)mercury,C12H8Br2Hg,0.92
bis(4-bromophenyl)methane,C13H10Br2,1.79
bis(4-bromophenyl)methanone,C13H8Br2O,1.69
bis(4-chlorophenyl) sulfide,C12H8Cl2S,0.58
bis(4-chlorophenyl)diazomethane,C13H8Cl2N2,0.3
bis(4-chlorophenyl)ditelluride,C12H8Cl2Te2,1.32
bis(4-chlorophenyl)mercury,C12H8Cl2Hg,1.09
bis(4-chlorophenyl)methanone,C13H8Cl2O,1.77
bis(4-chlorophenyl)phenylphosphine,C18H13Cl2P,1.66
bis(4-chlorophenylthio)methane,C13H10Cl2S2,1.1
bis(4-fluorophenyl) sulfone,C12H8F2O2S,3.31
bis(4-fluorophenyl)-phenylphosphane,C18H13F2P,1.64
bis(4-fluorophenyl)mercury,C12H8F2Hg,0.88
bis(4-fluorophenyl)sulfoxide,C12H8F2OS,2.66
"bis(4-methoxy-2,6-dimethylphenyl) sulfide",C18H22O2S,2.18
"bis(4-methoxy-2,6-dimethylphenyl) sulfoxide",C18H22O3S,4.31
bis(4-methoxyphenyl)methane,C15H16O2,1.61
bis(4-methoxyphenyl)methanethione,C15H14O2S,4.44
bis(4-methylphenyl) sulfide,C14H14S,4.06
bis(4-methylphenyl) sulfoxide,C14H14OS,4.4
bis(4-methylphenyl)diazomethane,C15H14N2,1.77
bis(4-methylphenyl)ditelluride,C14H14Te2,2.09
bis(4-methylphenyl)mercury,C14H14Hg,0.74
bis(4-nitrophenyl) ether,C12H8N2O5,2.63
bis(4-nitrophenyl)diazene,C12H8N4O4,0
bis(4-nitrophenyl)methane,C13H10N2O4,4.29
bis(4-nitrophenyl)sulfide,C12H8N2O4S,3.33
bis(4-tolylthio)methane,C15H16S2,1.94
bis(5-chloro-N-n-propylsalicylaldimino)cobalt(II),,4.72
"bis(6-methylheptyl) benzene-1,4-dicarboxylate",C24H38O4,2.57
bis(bromomethyl) ether,C2H4Br2O,0.97
bis(chloromethyl) ether,C2H4Cl2O,0.98
bis(chloromethyl)-methylphosphane,C3H7Cl2P,2.57
bis(dibutylchlorotin(IV)) oxide,C16H36Cl2OSn2,2.24
bis(difluoromethyl) ether,C2H2F4O,1.74
bis(dimethylamino)dimethylsilane,C6H18N2Si,0.81
bis(dimethylamino)methylchlorosilane,C5H15ClN2Si,2.26
bis(dimethylthiocarbamoyl) disulfide,C6H12N2S4,2.23
bis(dimethylthiocarbamoyl) sulfide,C6H12N2S3,5.33
bis(dimethylthiocarbamoyl) tetrasulfide,C6H12N2S6,5.82
bis(dimethylthiocarbamoyl) trisulfide,C6H12N2S5,4.84
bis(diphenylmethyl) ether,C26H22O,1.12
bis(ethyl acetoacetato) copper,,1.07
bis(m-methoxyphenylhydrazine) zinc dibromide,C14H20Br2N4O2Zn,7.9
bis(m-methoxyphenylhydrazine) zinc dichloride,C14H20Cl2N4O2Zn,8.5
bis(m-methoxyphenylhydrazine) zinc diiodide,C14H20I2N4O2Zn,8.6
bis(N-n-amylsalicylaldimino)cobalt(II),,4.62
bis(N-n-propylsalicylaldimino)cobalt(II),    ⋮,4.67
bis(N-phenylsalicylaldimino)cobalt(II),    ⋮,4.16
bis(o-methoxyphenylhydrazine) zinc dibromide,C14H20Br2N4O2Zn,7.9
bis(o-methoxyphenylhydrazine) zinc dichloride,C14H20Cl2N4O2Zn,7.4
bis(o-methoxyphenylhydrazine) zinc diiodide,C14H20I2N4O2Zn,8.3
bis(p-methoxyphenylhydrazine) zinc dibromide,C14H20Br2N4O2Zn,8.3
bis(p-methoxyphenylhydrazine) zinc dichloride,C14H20Cl2N4O2Zn,8.1
bis(p-methoxyphenylhydrazine) zinc diiodide,C14H20I2N4O2Zn,8.1
bis(pentafluoroethyl) ether,C4F10O,0.51
bis(phenylhydrazine) zinc dibromide,C12H16Br2N4Zn,8.5
bis(phenylhydrazine) zinc dichloride,C12H16Cl2N4Zn,8.9
bis(phenylhydrazine) zinc diiodide,C12H16I2N4Zn,8.6
bis(phenylmethyl) hexanedioate,C20H22O4,2.42
bis(phenylthio)methane,C13H12S2,1.57
bis(trifluoromethyl) ether,C2F6O,0.54
bis-(o-bromophenylhydrazine) zinc dibromide,C12H14Br4N4Zn,7.4
bis-(o-bromophenylhydrazine) zinc dichloride,C12H14Br2Cl2N4Zn,7.2
bis-(o-bromophenylhydrazine) zinc diiodide,C12H14Br2I2N4Zn,7.2
bis-(o-chlorophenylhydrazine) zinc dibromide,C12H14Br2Cl2N4Zn,7.4
bis-(o-chlorophenylhydrazine) zinc dichloride,C12H14Cl4N4Zn,7.2
bis-(o-chlorophenylhydrazine) zinc diiodide,C12H14Cl2I2N4Zn,7.7
bis-(p-bromophenylhydrazine) zinc dibromide,C12H14Br4N4Zn,8.6
bis-(p-bromophenylhydrazine) zinc dichloride,C12H14Br2Cl2N4Zn,7.3
bis-(p-bromophenylhydrazine) zinc diiodide,C12H14Br2I2N4Zn,9.1
bis-2-imidobenzimidazoleindium tribromide,,6.12
bis-2-imidobenzimidazoleindium trichloride,    ⋮,6.85
bis-2-imidobenzimidazoleindium triiodide,    ⋮,6.7
bisacetylacetonato(oxo)vanadium,    ⋮,1.31
biuret,C2H5N3O2,3.27
borazole,C3H4BN,0
borine carbonyl,CH3BO,1.77
bornyl acetate,C12H20O2,1.87
bornyl formate,C11H18O2,2.04
bornyl propionate,C13H22O2,1.84
boron trichloride,BCl3,0
boron trifluoride,BF3,0
bromine,Br2,0.45
bromine chloride,BrCl,0.52
bromine dioxide,BrO2,2.8
bromine fluoride,BrF,1.42
bromine monoxide,BrO,1.76
bromine pentafluoride,BrF5,1.51
bromo-but-2-ylmercury,C4H9BrHg,3.7
bromo-butylmercury,    ⋮,3.44
bromo-difluorophosphane,BrF2P,0.83
bromo-methylmercury,CH3BrHg,3.16
bromo-trimethylstannane,C3H9BrSn,3.45
bromobenzene,C6H5Br,1.74
bromochlorofluoromethane,CHBrClF,1.5
bromochloromethane,CH2BrCl,1.66
bromocyclohexane,C6H11Br,2.2
bromodichloromethane,CHBrCl2,1.31
bromodifluoromethane,CHBrF2,1.5
bromodiphenylmethane,C13H11Br,1.86
bromoethane,C2H5Br,2.04
bromoethene,C2H3Br,1.42
bromoethyne,C2HBr,0
bromofluoroacetylene,C2BrF,0.45
bromogermane,H3BrGe,1.95
bromomethane,CH3Br,1.81
bromomethyl methyl ether,C2H5BrO,2.05
bromopentafluorobenzene,C6BrF5,0.8
bromosilane,H3BrSi,1.33
bromotriaacetylacetonatozirconium,C15H24BrO6Zr,5.35
bromotrichloromethane,CBrCl3,0.4
bromotrifluoromethane,CBrF3,0.65
bromotrifluorosilane,BrF3Si,0.83
bromotrimethylgermane,C3H9BrGe,2.84
bromotrimethylsilane,C3H9BrSi,2.36
bromotriphenylsilane,C18H15BrSi,2.22
butanal,C4H8O,2.72
butanamine,C4H11N,1
butane,C4H10,0
butane-1-sulfinyl chloride,C4H9ClOS,3.46
butanedinitrile,C4H4N2,3.8
butanenitrile,C4H7N,4.07
butanethiol,C4H10S,1.53
butanoic acid,C4H8O2,1.65
butanol,C4H10O,1.75
butenone,C4H6O,3.16
butoxyacetylene,C6H10O,2.05
butoxybenzene,C10H14O,1.19
butoxycyclopropane,C7H14O,1.35
butoxytrimethylsilane,C7H18OSi,1.1
butyl 1-chloroethyl ether,C6H13ClO,2.09
butyl acetate,C6H12O2,1.86
butyl chloroformate,C5H9ClO2,2.71
butyl fluoroformate,C5H9FO2,2.92
butyl formate,C5H10O2,2.03
butyl nitrate,C4H9NO3,2.98
butyl nonyl maleate,C17H30O4,2.69
butyl octadecanoate,C22H44O2,1.88
butyl prop-2-enoate,C7H12O2,1.93
butyl propanoate,C7H14O2,1.78
butyl trifluoroacetate,C6H9F3O2,3.1
butyl trifluorothioacetate,C6H9F3OS,3.16
butyl vinyl ether,C6H12O,1.25
butyl-chloromercury,C4H9ClHg,3.2
butyl-trichlorostannane,C4H9Cl3Sn,4.28
butylbenzene,C10H14,0.43
butyldibutoxyarsine oxide,C12H27AsO3,2.94
butyldipropoxyarsine,C10H23AsO2,1.42
butyldipropoxyarsine oxide,C10H23AsO3,3.11
"C,C-diphenyl-N-benzylnitrone",,3.4
"C,N-diphenylnitrone",C13H11NO,3.37
C-(3-nitrophenyl)-N-benzylnitrone,,4.67
C-(4-dimethylaminophenyl)-N-benzylnitrone,    ⋮,3.79
"C-acetoxy-C,N-diphenylnitrone",    ⋮,3.95
"C-phenyl-N-(a,a-diacetoxybenzyl)nitrone",    ⋮,4.44
C-phenyl-N-benzylnitrone,C14H13NO,3.47
camphor,C10H16O,2.95
carbazole,C12H9N,2.11
carbon difluoride,CF2,0.46
carbon dioxide,CO2,0
carbon disulfide,CS2,0
carbon monoselenide,CSe,1.99
carbon monosulfide,CS,1.98
carbon monoxide,CO,0.11
carbonyl fluoride,CF2O,0.95
carbonyl selenide,COSe,0.73
carbonyl sulfide,COS,0.71
cesium chloride,ClCs,10.42
cesium fluoride,CsF,7.88
cetylpyridinium benzoate,C28H43NO2,7.59
chloramine,H2ClN,1.22
chlorine,Cl,0.1
chlorine fluoride,,0.88
chlorine monoxide,ClO,1.24
chlorine trifluoride,ClF3,0.6
chloro(methoxy)methane,C2H5ClO,1.9
chloro(triethylphosphine)gold(I),C6H16AuClP,8.4
chloro-(4-chlorophenyl)-diphenylmethane,C19H14Cl2,2.09
chloro-(phenylmethyl)mercury,C7H7ClHg,3.21
chloro-difluorophosphane,ClF2P,0.93
chloro-heptylmercury,C7H15ClHg,3.35
chloro-propylmercury,C3H7ClHg,3.67
chloro-tri(phenyl)stannane,C18H15ClSn,3.46
chloro-triethylstannane,C6H15ClSn,3.47
chloroacetaldehyde,C2H3ClO,1.99
chloroacetamide,C2H4ClNO,2.94
chloroacetic acid,C2H3ClO2,2.31
chloroacetone,C3H5ClO,2.27
chloroacetonitrile,C2H2ClN,3
chloroacetyl chloride,C2H2Cl2O,2.23
chlorobenzene,C6H5Cl,1.54
chloroborane,H2BCl,0.75
chlorocyclohexane,C6H11Cl,2.19
chlorodifluoromethane,CHClF2,1.42
chlorodiphenylmethane,C13H11Cl,1.82
chloroethane,C2H5Cl,2.04
chloroethene,C2H3Cl,1.45
chloroethyne,C2HCl,0.44
chlorofluoromethane,CH2ClF,1.82
chlorogermane,H3ClGe,2.13
chloromethane,CH3Cl,1.94
chloromethyl butyl sulfide,C5H11ClS,1.79
chloromethyl methyl sulfide,C2H5ClS,1.67
chloromethyl propyl sulfide,C4H9ClS,1.68
chloromethylcyclopentane,C6H11Cl,2.35
chloromethylmercury chloride,CH2Cl2Hg,2.84
chloromethyltrimethylgermane,C4H11ClGe,1.85
chloronitromethane,CH2ClNO2,2.91
chloropentafluoroethane,C2ClF5,0.52
chlorosilane,H3ClSi,1.31
chlorotriethoxytitanium,C6H15ClO3Ti,2.51
chlorotrifluoromethane,CClF3,0.5
chlorotrifluorosilane,ClF3Si,0.64
chlorotrimethylgermane,C3H9ClGe,2.78
chlorotrimethylsilane,C3H9ClSi,2.09
chlorotrimethylstannane,C3H9ClSn,3.46
chlorotriphenylmethane,C19H15Cl,1.91
chlorotriphenylsilane,C18H15ClSi,2.13
chlorotrisacetylacetonatozirconium,C15H24ClO6Zr,5.11
chloryl fluoride,ClFO2,1.63
chromium pentacarbonyl triphenylphosphine,C23H11CrO5P,5.14
chromium tetracarbonyl bis(triphenylphosphine),,0
chromone,C9H6O2,3.54
cinnamonitrile,C9H7N,4.23
cinnamyl alcohol,C9H10O,1.79
"cis-1,2-cyclohexanediol",C6H12O2,2.33
"cis-1,2-dibromocyclohexane",C6H10Br2,3.13
"cis-1,2-dichloroacenaphthene",C12H8Cl2,2.97
"cis-1,2-dichlorocyclohexane",C6H10Cl2,3.11
"cis-1,2-dichloroethene",C2H2Cl2,2.95
"cis-1,2-difluoroethene",C2H2F2,2.42
"cis-1,4-cyclohexanediol",C6H12O2,1.8
"cis-1,4-dibromo-2,3-dimethyl-2-butene",C6H10Br2,2.49
"cis-1,4-dibromocyclohexane",    ⋮,2.89
"cis-1,4-dichlorocyclohexane",C6H10Cl2,2.89
"cis-1,4-diiodocyclohexane",C6H10I2,2.45
cis-1-bromo-2-chlorocyclohexane,C6H10BrCl,3.08
"cis-1-chloro-4,5-dicyanocyclohexene",C8H7ClN2,3.82
cis-1-chloropropene,C3H5Cl,1.67
cis-1-dodecylsulfanyl-2-ethylsulfonylethene,C16H32O2S2,5.71
cis-1-ethylsulfanyl-2-ethylsulfonylethene,C6H12O2S2,5.34
cis-1-ethylsulfonyl-2-isopropylsulfanylethene,C7H14O2S2,5.78
cis-1-ethylsulfonyl-2-isopropylsulfonylethene,C7H14O4S2,2.79
cis-1-ethylsulfonyl-2-methylsulfanylethene,C5H10O2S2,5.31
cis-1-ethylsulfonyl-2-methylsulfonylethene,C5H10O4S2,2.71
cis-1-ethylsulfonyl-2-nonylsulfanylethene,C13H26O2S2,5.72
cis-1-ethylsulfonyl-2-nonylsulfonylethene,C13H26O4S2,2.65
cis-1-fluoropropene,C3H5F,1.46
cis-1-tert-amylsulfonyl-2-ethylsulfonylethene,C9H18O4S2,3.99
cis-1-tert-butylsulfanyl-2-ethylsulfonylethene,C8H16O2S2,5.9
"cis-2,3-dimethyloxirane",C4H8O,2.03
"cis-2,4,6-tribromobenzenediazocyanide",,2.5
"cis-2,5,7,10-tetraoxabicyclo[4.4.0]decane",C6H10O4,1.92
"cis-2,5-dimethyl-1,4-dinitropiperazine",C6H12N4O4,4.32
"cis-2,5-dimethyl-1,4-dinitrosopiperazine",C6H12N4O2,2.73
"cis-2,6-dichlorostilbene",C14H10Cl2,0.73
"cis-2,6-diphenyltetrahydrothiapyran-4-one 1,1-dioxide",C17H16O3S,2.12
"cis-2,6-diphenyltetrahydrothiapyran-4-one 1-oxide",C17H16O2S,2.86
"cis-2-butene-1,4-diol",C4H8O2,2.48
cis-2-ethoxy-6-methyltetrahydropyran,C8H16O2,1.97
cis-2-ethyl-3-methyltetrahydropyran,C8H16O,0.8
cis-2-fluoren-9-yl-3-(4-chlorophenyl)oxirane,C21H15ClO,1.88
cis-2-fluoren-9-yl-3-(4-nitrophenyl)oxiran,C21H15NO3,4
cis-2-methoxy-3-methyltetrahydropyran,C7H14O2,0.77
"cis-2-methoxy-4-methyl-1,3,2-dioxaphosphorinane",,2.87
cis-2-methoxy-4-methyltetrahydropyran,C7H14O2,1.99
cis-2-methoxy-5-methyltetrahydropyran,    ⋮,0.8
cis-2-methoxy-6-methyltetrahydropyran,    ⋮,2.02
"cis-2-tert-butyl-1,3-dithian-1-oxide",,4.39
cis-3-methylcyclohexanol,C7H14O,1.91
"cis-4,4'-dihydroxyazobenzene",C12H10N2O2,2.71
"cis-4,5-dicyanocyclohexene",C8H8N2,4.8
"cis-4-cyclohexene-1,2-dicarboxylic anhydride",C8H8O3,4.89
cis-azobenzene,C12H10N2,3
cis-decalin,C10H18,0
cis-difluorodiazine,F2N2,0.16
cis-o-bromobenzendiazocyanide,,3.82
cis-p-bromobenzenediazocyanide,    ⋮,2.93
cis-p-chlorobenzenediazocyanide,    ⋮,2.96
cis-p-nitrobenzenediazocyanide,    ⋮,2.06
cis-selenophthene,C6H4Se2,1.53
"cis-thianthrene 5,10-dioxide",C12H8O2S2,1.7
cobalt carbonyl dinitroso triphenylphosphine,C19H15CoN2O3P,4.83
cobalt nitroso dicarbonyl triphenylarsine,C20H14AsCoNO3,4.55
cobalt nitroso dicarbonyl triphenylstibine,C20H14CoNO3Sb,4.38
cobalt nitrosyl dicarbonyl triphenylphosphine,C20H14CoNO3P,4.75
cobalt(III) acetylacetonate,C15H21CoO6,0.6
copper(I) fluoride,CuF,5.77
copper(II) oxide,CuO,4.5
copperpyrrolcarbaldehydephenyliminate,C22H18CuN4,2.44
copperpyrrolecarbaldehyde-n-butyliminate,C18H26CuN4,2.78
copperpyrrolecarbaldehyde-o-tolyliminate,C24H22CuN4,1.86
copperpyrrolecarbaldehyde-p-tolyliminate,    ⋮,2.45
copperpyrrolecarbaldehydecyclohexyliminate,C22H30CuN4,3.14
copperpyrrolecarbaldehydemesityliminate,C28H30CuN4,1.39
cumene,C9H12,0.65
cyanamide,CH2N2,4.3
cyanatoethane,C3H5NO,4.72
cyanoallene,C4H3N,4.28
cyanogen,C2N2,0
cyanogen chloride,C2ClN2,2.82
cyanogen fluoride,C2FN2,2.17
cyanomethylmercury,C2H3HgN,4.7
"cyclobutane-1,2-dione",C4H4O2,3.82
cyclobutanecarbonitrile,C5H7N,4.04
cyclobutanone,C4H6O,2.99
cyclobutene,C4H6,0.13
cycloheptatriene,C7H8,0.25
cyclohex-3-ene-1-carbonitrile,C7H9N,3.58
cyclohexanamine,C6H13N,1.31
cyclohexane,C6H12,0
cyclohexanecarbonitrile,C7H11N,3.79
cyclohexanecarboxylic acid,C7H12O2,0.9
cyclohexanethiol,C6H12S,1.64
cyclohexanol,C6H12O,1.85
cyclohexanone,C6H10O,3.06
cyclohexanone oxime,C6H11NO,0.82
cyclohexene,C6H10,0.33
cyclohexene-1-carbonitrile,C7H9N,4.19
cyclohexyl acetate,C8H14O2,1.9
cyclohexylbenzene,C12H16,0.6
cyclooctane,C8H16,0
cyclooctatetraene,C8H8,0.07
"cyclopent-4-ene-1,3-dione",C5H4O2,1.8
cyclopentadiene,C5H6,0.42
cyclopentadieneylmanganese dicarbonyl acetonitrile,,4.92
cyclopentadieneylmanganese dicarbonyl dimethylsulfite,    ⋮,3.32
cyclopentadieneylmanganese dicarbonyl dimethylsulfoxide,    ⋮,3.01
cyclopentadieneylmanganese dicarbonyl sulfurdioxide,    ⋮,2.05
cyclopentadienylchromium dicarbonyl nitrosyl,C7H5CrNO3,3.19
cyclopentadienylcobalt dicarbonyl,C7H5CoO2,2.87
cyclopentadienylmanganese dicarbonyl aniline,C13H10MnNO2,3.88
cyclopentadienylmanganese dicarbonyl benzonitrile,C14H8MnNO2,5.24
cyclopentadienylmanganese dicarbonyl cyclohexylisonitrile,C14H12MnNO2,4.64
cyclopentadienylmanganese dicarbonyl piperidine,C12H12MnNO2,4.7
cyclopentadienylmanganese dicarbonyl pyridine,C12H8MnNO2,5.35
cyclopentadienylmanganese dicarbonyl quinoline,C16H10MnNO2,5.42
cyclopentadienylmanganese dicarbonyl tetramethylenesulfide,    ⋮,4.05
cyclopentadienylmanganesedicarbonyl triphenylphosphine,    ⋮,4.14
cyclopentane,C5H10,0
cyclopentanecarbonitrile,C6H9N,3.74
cyclopentanone,C5H8O,3.28
cyclopentene,C5H8,0.2
cyclopentene-1-carbonitrile,C6H7N,3.97
cyclopentyltrimethylgermane,C8H18Ge,0
cyclopropane,C3H6,0
cyclopropanecarbonitrile,C4H5N,3.66
cyclopropanone,C3H4O,2.67
cyclopropene,C3H4,0.45
cyclopropyl-phenylmethanone,C10H10O,2.85
cyclopropylamine,C3H7N,1.19
d-camphor,C10H16O,3.05
d-carvone,C10H14O,3.17
decachlorobutane,C4Cl10,0.38
decachlorocyclohexene,C6Cl10,0
decanamine,C10H23N,1.41
decane,C10H22,0.07
decanedioic acid,C10H18O4,2.49
decanol,C10H22O,1.6
di(2-methylpropoxy)dimethylsilane,C10H24O2Si,1.29
di(2-nitrophenyl) disulfide,C12H8N2O4S2,5.37
"di(3,5-dimethylpyrazol-1-yl)methanethione",C11H14N4S,3.37
di(4-bromobenzoyloxy)(phenyl)iodine,C20H13Br2IO4,5.1
"di(4-chloro-3,5-dimethylpyrazol-1-yl)methanethione",C11H12Cl2N4S,1.98
di(4-chlorophenyl) diselenide,C12H8Cl2Se2,0.68
di(4-chloropyrazol-1-yl)methanethione,C7H4Cl2N4S,1.96
di(4-fluorobenzoyloxy)(phenyl)iodine,C20H13F2IO4,5.06
di(4-fluorophenyl) diselenide,C12H8F2Se2,0.57
di(4-methoxyphenyl) diselenide,C14H14O2Se2,2.9
di(4-methylbenzoyloxy)(phenyl)iodine,C22H19IO4,4.65
di(4-methylphenyl) diselenide,C14H14Se2,2.49
di(4-nitrophenyl) diselenide,C12H8N2O4Se2,3.86
di(4-nitrophenyl) disulfide,C12H8N2O4S2,3.63
di(benzoyloxy)(phenyl)iodine,C20H15IO4,4.74
di(furan-2-yl)methanone,C9H6O3,3.64
di(naphthalen-1-yl)diazene,C20H14N2,0.3
di(p-chlorophenyl)lead diisobutyrate,C20H22Cl2O4Pb,1.69
di(p-iodophenyl) diselenide,C12H8I2Se2,0.76
di(propan-2-yl)phosphane,C6H15P,1.32
di(pyrazol-1-yl)methanethione,C7H6N4S,3.19
di(pyridin-3-yl)diazene,C10H8N4,2.42
di(pyridin-4-yl)diazene,    ⋮,0.36
di(trimethylsilylethylthio)methylmethane,C12H30S2Si2,1.83
di-4-tolyl selenide,C14H14Se,1.74
di-m-tolyl selenide,    ⋮,1.65
di-n-butyl sulfide,C8H18S,1.59
di-n-butylbisdimethylaminotin,C12H30N2Sn,1.47
di-n-octyl sulfide,C16H34S,1.63
di-n-propylmercury,C6H14Hg,0.54
di-n-propylnitramide,C6H14N2O2,4.76
di-o-tolyl selenide,C14H14Se,1.74
di-p-anisyl selenide,C16H18O2Se,2.35
di-p-anisyl sulfide,C16H18O2S,2.62
di-p-anisyl sulfoxide,C16H18O3S,4.79
di-p-tolyllead diisobutyrate,C22H28O4Pb,1.74
di-p-tolylseleniumdichloride,C14H14Cl2Se,3.69
di-sec-butylamine,C8H19N,1.15
di-tert-butyl disulfide,C8H18S2,1.89
di-tert-butyl ether,C8H18O,1.25
di-tert-butyl oxalate,C10H18O4,2.45
di-tert-butyl sulfide,C8H18S,1.5
di-tert-butyl trisulfide,C8H18S3,1.18
diacetoxy(4-chlorophenyl)iodine,C10H10ClIO4,3.61
diacetoxydibutylstannane,C12H24O4Sn,1.39
diallyl disulfide,C6H10S2,1.76
"diallyl pyridine-2,5-dicarboxylate",C13H13NO4,2.65
"diallyl pyridine-2,6-dicarboxylate",    ⋮,2.58
"diallyl pyridine-3,5-dicarboxylate",    ⋮,2.7
"diallyl quinoline-2,4-dicarboxylate",C17H15NO4,2.46
diallylamine,C6H11N,1.2
diazirine,CH2N2,1.59
diazoacetophenone,C8H6N2O,3.66
diazomethane,CH2N2,1.45
"dibenzo-1,4-dioxin",C12H8O2,0.36
dibenzofuran,C12H8O,0.86
dibenzothiophene,C12H8S,0.79
"dibenzothiophene 5,5-dioxide",C12H8O2S,5.03
dibenzyl disulfide,C14H14S2,1.87
dibenzyl ether,C14H14O,1.39
dibenzyl hyponitrite,C14H14N2O2,0.4
dibenzyl sulfide,C14H14S,1.34
dibenzyl sulfone,C14H14O2S,4.25
dibenzyl sulfoxide,C14H14OS,3.76
diborane,H4B2,0
dibromo-dimethylstannane,C2H6Br2Sn,3.86
dibromobiaacetylacetanatozirconium,C10H16Br2O4Zr,8.03
dibromobisacetylacetanatotitanium,C10H16Br2O4Ti,6.8
dibromobisacetylacetenatotin,C10H16Br2O4Sn,6.8
dibromodifluoromethane,CBr2F2,0.66
dibromomethane,CH2Br2,1.78
dibutoxydimethylsilane,C10H24O2Si,1.28
dibutyl (2Z)-2-butenedioate,C12H20O4,2.7
"dibutyl benzene-1,3-dicarboxylate",C16H22O4,2.52
dibutyl decanedioate,C18H34O4,2.64
dibutyl disulfide,C8H18S2,2.09
dibutyl ether,C8H18O,1.18
dibutyl hexanedioate,C14H26O4,2.49
dibutyl phthalate,C16H22O4,2.83
dibutyl sulfite,C8H18O3S,3.16
dibutyl sulfone,C8H18O2S,4.48
dibutyl sulfoxide,C8H18OS,3.99
dibutyl terephthalate,C16H22O4,2.53
dibutyl-dichlorostannane,C8H18Cl2Sn,4.38
dibutyl-diisothiocyanatostannane,C10H18N2S2Sn,6.2
dibutylamine,C8H19N,0.98
dibutylbisacetylacetanatotin,C18H34O4Sn,2.58
dibutylbisdiethylaminotin,C16H38N2Sn,0.88
dibutylbishexafluoroacetylacetenatotin,C18H22F12O4Sn,1.96
"dibutyldiisothiocyanate-a,a'-dipyridyltin",C20H26N4S2Sn,13.3
dibutyldiisothiocyanatotin-o-phenanthroline,C22H26N4S2Sn,15
dibutyltin bisdibenzoylmethanate,C42H50O4Sn,2.15
dibutyltin dilaurate,C32H64O4Sn,1.45
dibutyltindioxinate,C26H30N2O2Sn,4.63
dibutyltinthiocyanatooxinate,C18H24N2OSSn,7.8
dichloro 2-phenylvinylphosphine,C8H7Cl2P,3.34
dichloro(1-chloroethyl)methylsilane,C3H7Cl3Si,1.87
dichloro(2-chloroethyl)methylsilane,    ⋮,1.96
dichloro(2-chlorophenyl)-iodine,C6H4Cl3I,2.98
dichloro(3-chlorophenyl)-iodine,    ⋮,2.13
dichloro(4-chlorophenyl)-iodine,    ⋮,1.36
dichloro(4-methylphenyl)borane,C7H7BCl2,4.63
dichloro(chloromethyl)methylsilane,C2H5Cl3Si,1.82
dichloro-(4-chlorophenyl)phosphane,C6H4Cl3P,2.28
dichloro-bis(4-chlorophenyl)methane,C13H8Cl4,0.48
dichloro-diethylstannane,C4H10Cl2Sn,4.32
dichloro-methyl-sulfanylidenephosphorane,CH3Cl2PS,3
dichloroacetonitrile,C2HCl2N,2.51
dichlorobis(pyridine)cobalt(II),C10H10Cl2CoN2,9.4
dichlorobis(trimethylphosphine)platinum,C6H18Cl2P2Pt,1.31
dichlorobisacetylacetanatotitanium,C10H16Cl2O4Ti,7.13
dichlorobisacetylacetenatotin,C10H16Cl2O4Sn,6.5
dichlorobisacetylacetonatozirconium,C10H16Cl2O4Zr,7.84
dichlorodifluoromethane,CCl2F2,0.51
dichlorodiphenylmethane,C13H10Cl2,2.28
dichloroethylmethylsilane,C3H8Cl2Si,2.31
dichlorofluoromethane,CHCl2F,1.29
dichlorofluorophosphorus,Cl2FP,0.68
dichloromethane,CH2Cl2,1.14
dichlorophenylborane,C6H5BCl2,4.72
dichlorosilane,H2Cl2Si,1.17
dichlorosulfide,Cl2S,1.04
dichlorotinhexafluoroacetylacetonate,C7H8Cl2F6O2Sn,2.97
dicyanamide,C2N3,8.22
dicyclohexyl (Z)-but-2-enedioate,C16H24O4,2.63
dicyclohexyl hexanedioate,C18H30O4,2.61
dicyclohexylamine,C12H23N,1.1
dicyclopropylmethanone,C7H10O,2.83
didecyl ether,C20H42O,1.34
didodecyl sulfide,C24H50S,1.52
diethanolamine,C4H11NO2,2.79
diethyl (2E)-2-butenedioate,C8H12O4,2.39
diethyl (2Z)-2-butenedioate,    ⋮,2.55
"diethyl (R*,R*)-2,3-dimethoxysuccinate",C10H18O6,3.74
"diethyl (R*,R*)-tartrate",C8H14O6,3.12
